Employee No.,Last Name,First Name,Worked Hours,Basic Salary,Hourly Rate,Gross Income,SSS Deduction,Philhealth Deduction,Pagibig Deduction,Withholding Tax,Covered Month,Covered Year,Benefits,Total Deductions,Take-Home pay
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,April,2021,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,May,2021,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,June,2021,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,July,2021,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,August,2021,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,September,2021,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,October,2021,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,November,2021,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,December,2021,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,January,2022,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,February,2022,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,March,2022,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,April,2022,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,May,2022,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,June,2022,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,July,2022,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,August,2022,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,September,2022,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,October,2022,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,November,2022,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,December,2022,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,January,2023,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,February,2023,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,March,2023,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,April,2023,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,May,2023,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,June,2023,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,July,2023,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,August,2023,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,September,2023,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,October,2023,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,November,2023,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,December,2023,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,January,2024,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,February,2024,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,March,2024,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,April,2024,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,May,2024,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,June,2024,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,July,2024,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,August,2024,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,September,2024,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,October,2024,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,November,2024,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,December,2024,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,January,2025,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,February,2025,4500,11248.75,49501.25
3,Aquino,Bianca Sofia,162,60000,375,60750,1125,911.25,100,9112.5,March,2025,4500,11248.75,49501.25
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,January,2021,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,February,2021,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,March,2021,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,April,2021,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,May,2021,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,June,2021,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,July,2021,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,August,2021,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,September,2021,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,October,2021,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,November,2021,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,December,2021,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,January,2022,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,February,2022,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,March,2022,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,April,2022,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,May,2022,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,June,2022,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,July,2022,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,August,2022,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,September,2022,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,October,2022,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,November,2022,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,December,2022,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,January,2023,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,February,2023,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,March,2023,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,April,2023,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,May,2023,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,June,2023,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,July,2023,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,August,2023,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,September,2023,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,October,2023,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,November,2023,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,December,2023,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,January,2024,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,February,2024,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,March,2024,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,April,2024,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,May,2024,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,June,2024,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,July,2024,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,August,2024,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,September,2024,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,October,2024,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,November,2024,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,December,2024,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,January,2025,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,February,2025,4500,11496.25,50753.75
4,Reyes,Isabella,166,60000,375,62250,1125,933.75,100,9337.5,March,2025,4500,11496.25,50753.75
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,January,2021,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,February,2021,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,March,2021,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,April,2021,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,May,2021,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,June,2021,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,July,2021,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,August,2021,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,September,2021,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,October,2021,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,November,2021,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,December,2021,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,January,2022,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,February,2022,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,March,2022,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,April,2022,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,May,2022,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,June,2022,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,July,2022,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,August,2022,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,September,2022,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,October,2022,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,November,2022,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,December,2022,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,January,2023,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,February,2023,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,March,2023,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,April,2023,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,May,2023,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,June,2023,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,July,2023,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,August,2023,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,September,2023,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,October,2023,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,November,2023,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,December,2023,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,January,2024,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,February,2024,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,March,2024,4500,9372.45,40006.05
5,Hernandez,Eduard,150,52670,329.19,49378.5,1125,740.68,100,7406.77,April,2024,4500,9372.45,40006.05
